|x,y,z,id,height|
2762507.02,1174756.85,1468.48,395.0,11.549946289062518
2762312.66,1174720.02,1456.02,396.0,21.300029296874982
2762527.88,1174965.56,1471.44,397.0,3.6799902343750546
2762331.39,1174913.97,1443.65,398.0,16.21994628906259
2762957.06,1174299.79,1554.1000000000001,399.0,10.459985351562636
2762763.03,1174365.55,1520.44,400.0,6.320004882812555
2762830.18,1174859.71,1574.91,401.0,30.349941406250082
2762371.63,1174849.72,1440.8500000000001,402.0,4.289941406250136
2762560.79,1174337.0,1502.45,403.0,19.899951171875045
2762541.82,1174039.11,1486.66,404.0,20.849941406250082
2762860.88,1174524.11,1544.79,405.0,19.979941406249964
2762345.75,1174549.64,1466.95,406.0,20.019946289062545
2762605.99,1174745.99,1489.09,407.0,17.500034179687418
2762744.45,1174941.68,1537.47,408.0,17.409941406250027
2762983.37,1174998.25,1625.06,409.0,16.809999999999945
2762950.89,1174799.78,1617.49,410.0,31.45997070312501
2762405.12,1174709.46,1454.75,411.0,9.0400390625
2762093.91,1174778.3,1437.7,412.0,29.639941406250045
2762408.1,1174260.88,1477.7,413.0,18.769946289062545
2762290.87,1174487.32,1455.71,414.0,16.079995117187536
2762437.26,1174037.88,1468.94,415.0,15.350034179687555
2762532.47,1174651.06,1477.34,416.0,11.150058593749918
2762986.34,1174125.97,1588.74,417.0,29.20997070312501
2762502.08,1174493.85,1476.23,418.0,5.770039062500018
2762434.49,1174218.88,1482.27,419.0,20.379985351562482
2762314.92,1174251.37,1475.67,420.0,27.440019531250073
2762388.95,1174748.77,1448.79,421.0,6.739951171874964
2762725.56,1174926.61,1529.47,422.0,15.740019531250027
2762861.15,1174560.57,1539.76,423.0,15.509999999999991
2762621.77,1174376.43,1510.67,424.0,18.950029296875073
2762136.8,1174519.17,1447.47,425.0,26.449980468750027
2762092.47,1174664.09,1430.01,426.0,19.44005371093749
2762284.73,1174733.57,1455.46,427.0,24.090004882812536
2762676.16,1174255.7,1522.73,428.0,25.790058593750018
2762227.51,1174205.52,1455.5,429.0,17.1700439453125
2762152.27,1174116.62,1432.22,430.0,3.0499560546875273
2762952.63,1174405.55,1548.1200000000001,431.0,3.7199755859376182
2762420.9,1174201.93,1478.01,432.0,17.68004394531249
2762294.33,1174484.1,1464.63,433.0,23.74999511718761
2762653.37,1174842.68,1498.93,434.0,10.240058593750064
2762830.07,1174880.76,1557.16,435.0,12.859951171875082
2762601.01,1174715.97,1497.08,436.0,27.449995117187427
2762211.69,1174627.31,1443.55,437.0,16.560009765624955
2762674.18,1174554.59,1495.3600000000001,438.0,3.4000390625001273
2762796.49,1174792.21,1552.08,439.0,33.79997070312493
2762378.59,1174173.26,1479.67,440.0,25.259965820312573
2762870.4,1174515.11,1544.64,441.0,17.6900488281251
2762787.07,1174435.29,1522.93,442.0,7.919990234375064
2762650.02,1174487.42,1499.77,443.0,7.889995117187482
2762810.31,1174379.74,1534.44,444.0,13.509946289062555
2762943.74,1174129.64,1582.0900000000001,445.0,29.669956054687646
2762427.26,1174566.04,1470.24,446.0,12.660043945312509
2762838.32,1174008.12,1544.96,447.0,24.970009765625036
2762147.31,1174029.0,1431.66,448.0,6.040004882812582
2762408.1,1174398.91,1490.73,449.0,32.57997558593752
2762712.34,1174143.08,1514.6200000000001,450.0,21.14001953125012
2762947.11,1174521.56,1562.3500000000001,451.0,17.360009765625136
2762381.26,1174291.07,1486.66,452.0,30.889980468750082
2762100.74,1174407.46,1451.8500000000001,453.0,31.240014648437636
2762996.95,1174882.74,1618.39,454.0,24.9899755859376
2762927.56,1174157.8,1575.97,455.0,26.270048828125027
2762716.34,1174515.19,1503.59,456.0,3.339999999999918
2762533.05,1174816.86,1479.92,457.0,15.720048828125073
2762973.6,1174690.67,1602.44,458.0,33.279965820312555
2762207.69,1174524.24,1453.79,459.0,24.310019531249964
2762599.96,1174800.62,1482.46,460.0,7.779946289062536
2762533.32,1174624.94,1485.9,461.0,19.73996582031259
2762665.31,1174852.04,1504.34,462.0,10.970004882812418
2762709.51,1174994.58,1534.58,463.0,23.740034179687427
2762692.99,1174336.8,1519.66,464.0,18.479946289062582
2762110.49,1174570.4,1443.52,465.0,27.570048828124982
2762163.5,1174444.03,1453.24,466.0,25.58997558593751
2762328.15,1174272.68,1474.23,467.0,24.040058593750018
2762442.63,1174686.34,1461.8600000000001,468.0,10.040053710937627
2762840.9,1174995.27,1584.98,469.0,20.880024414062518
2762707.17,1174031.21,1489.09,470.0,13.029941406249918
2762525.06,1174829.76,1469.1100000000001,471.0,6.290053710937627
2762693.22,1174040.61,1496.32,472.0,17.819999999999936
2762692.34,1174450.08,1505.59,473.0,6.449985351562418
2762123.76,1174535.14,1441.47,474.0,21.750029296875027
